pair_address,valuable_token_volume,token_symbol,token_address,underlying_token,website
0x088a604c979FC5b7CCB3B8C2d5EF42b38Ad58642|103980|MIX|0x398f7827dccbefe6990478876bbf3612d93baf05|USDT|https://www.mixmarvel.com/
0x29bf6bBc3dCcD87fE5B6e84f77d950da42D24663|65854|MINT|0x315c40d5422307b8b7f88798514ba358540b7553|WBNB|null
0x1F4C14859DED65C4040Cc90B1d8AcF6C8f510099|60743|MNST|0x6a6ccf15b38da4b5b0ef4c8fe9fefcb472a893f9|USDT|https://moonstarter.net/
0x6CD7C18c16a18105e17e0C1b48134cAdCA434B63|51935|DECA|0x2ba63e81cf28dc82e81a6b31516323ffed2f3a25|USDT|null
0xfEd93Ca309132D9236dCD8501AED82c474342917|47613|CADINU|0x76e112203ef59d445452ef7556386dd2df3ed914|WBNB|https://cadinu.io/
0x306F8dFBC6244454eFd5dFDA03AC241eE37EB7b5|45203|WSHIB|0xfcbf8568ae98ec91cc360e1e216008c91a045b91|BTCB|null
0x5e007FC4c481425847124d1AFE65A7f2197E687e|44213|SID|0x23e39d1ffce125b353e38c6b773fdefae9639ac8|WBNB|null
0x0D2760363550a1B5Cb9182d5F4b3577B7B564f9b|30948|WebAI|0x3be6fa03c3fdafe34e28e6ca81197aac111a3151|BUSD|null
0x02B0B1229A918815E872c1E4D4c27d1DF8290C90|30594|anyMTLX|0x5921dee8556c4593eefcfad3ca5e2f618606483b|BUSD|https://anyswap.exchange/
0x4C0e5b42bc85B7c8CA5C64c3E349Ea2Ca25E3478|30564|BEE|0xf7148b646fd60ea40bef04dd051948c0c44ec636|USDT|null
0x2d38e220fEA7171BBECca633fE0d604AEc3DAA42|30446|RACING|0x756ea6ef7c1abf386abefa1176651fd82f49c63c|USDT|null
0xb8913c6fcDF8E1F4C16b02229d1FfC40423871b2|28768|W3U|0xce9057c7e8ca3d94b8551e1d58f37588e58354e4|BUSD|null
0x33EC58DD2c0cD63ceb588191b240aE2430663039|25506|BTNTV2|0xcbd787129d6e36225d93e46fa08556cc7f3a2458|WBNB|null
0x2ef79322A919a622d7BF3eBe3AF65f5151cFb157|22545|NGNT|0xb7d9905edf8b7b093e3c74af8d6982d0f3d37762|WBNB|https://ngnt.org/
0xF2891fDD8bA087638d1831575E13B64a2FFFb616|21624|SKMT|0x1b2fdb1626285b94782af2fda8e270e95cebc3b4|BUSD|https://soakmont.com/
0x81d776C90c89B8d51E9497D58338933127e2fA80|21410|bDIGG|0x5986d5c77c65e5801a5caa4fae80089f870a71da|BTCB|https://anyswap.exchange/
0xA0D354845B73Ec6D40FA3EAdfd6AC01D8a948AFc|20243|GIN|0x7cb7a5eae6bca37bd3dbfa6488003697fc083f8c|USDT|null
